"id","obligation"
624,"In Tankmischung mit 0.5 l/ha Cyazofamid (160 g/l)"
625,"In Tankmischung mit 0.75 l/ha Fandango."
626,"In Tankmischung mit 0.75 l/ha Input."
627,"In Tankmischung mit Amistar (0.4 l/ha)."
628,"In Tankmischung mit organischen Fungiziden"
629,"In Tankmischung mit Vacciplant (0.0625% / 1 l/ha )."
630,"Keine Anwendung bei Anbau auf Mulchfolie."
631,"Keine Anwendung im Anbau von Kulturen, die nach der Ernte getrocknet werden."
632,"Keine Anwendung im Herbst und im Winter."
633,"Keine Niederschläge während mindestens 2 Stunden nach der Behandlung."
634,"Keine Niederschläge während mindestens 24 Stunden nach der Behandlung."
635,"Knollengrösse: mindestens 25 mm."
636,"Letzte Behandlung vor der Blüte."
637,"Maximal 0.05% (50 mL / 100 L Brühe)."
638,"Maximal 0.6 g Kupfer-Metall je m² und Jahr; innert 5 aufeinanderfolgender Jahre maximal 2 g Kupfer-Metall je m² (Kupferbilanzierung)."
639,"Maximal 12 Behandlungen pro Kultur."
640,"Maximal 2 Behandlungen pro Kultur im Abstand von 14 Tagen."
641,"Maximal 2 Behandlungen pro Kultur mit diesem Produkt oder einem anderen Produkt, das den Wirkstoff Tebuconazole enthält."
642,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 14 Tagen."
643,"Maximal 2 Luftapplikationen pro Jahr."
644,"Maximal 3 Behandlungen pro Kultur im Abstand von 7-10 Tagen."
645,"Maximal 3 Behandlungen pro Parzelle und Jahr im Abstand von 7 Tagen."
646,"Maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe."
647,"Maximal 5 Behandlungen."
648,"Mehrere Freilassungen bis die Bekämpfung erreicht ist."
649,"Nicht für die Produktion von Frühlings-/Bundzwiebeln verwenden."
650,"Nicht im Ansaatjahr verwenden."
651,"Nicht zur Saatguterzeugung."
652,"Notwendige Wartefrist bis zur nachfolgender Bodenbearbeitung oder Saat: 6 Stunden."
653,"Nur in Jungreben."
654,"Nur in Kombination mit Mulchen oder Schnitt einsetzen."
655,"Nur in Tankmischung mit 0.1% Captan (80% WG) oder 0.05% Dithianon (75% WP)."
656,"Nur in Tankmischung mit 0.2% (3.2 l/ha) Stamina S."
657,"Nur in Tankmischung mit Captan 80 (0.125%) oder Folpet 80 (0.1%)."
658,"Nur zur Verwendung durch Personen, die im Besitze einer Fachbewilligung gemäss der Verordnung des EDI über die Fachbewilligung für die Schädlingsbekämpfung mit Begasungsmitteln sind."
659,"Optimale Wirkung bei Temperaturen zwischen 15 und 30 °C."
660,"Phytotoxschäden bei empfindlichen Sorten möglich; vor allgemeiner Anwendung Versuchspritzung durchführen."
661,"Pro Hektar werden 4 L der Pilzsporen-Stocklösung (i.d.R. 1x10 hoch 9 CFU/ml) auf 500 Liter Arbeitslösung mit Wasser verdünnt. Abweichungen von dieser 1:125-Verdünnung ist je nach Durchsatz und/oder Tankvolumen der Injektionsmaschine und/oder Konzentration der Stocklösung möglich)."
662,"Schäden an nachgebauten zweikeimblättrigen Kulturen möglich. Nach der Getreideernte das Stroh sorgfältig einarbeiten. Keine Anwendung von Stroh / Mist / Kompost für Strohballenkulturen, als Mulch, bei Zierpflanzen oder im Gemüseanbau. Mist und Kompost, welcher von behandeltem Stroh stammt, vor empfindlichen Kulturen (Kartoffeln, Leguminosen und Sonnenblumen) nur mit Einarbeitung im Herbst ausbringen."
663,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der CAA (Carboxylic acid amides) enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden."
664,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der SDHI oder QoI enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden."
665,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40."
666,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11."
667,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe."
668,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC G1 (Sterolsynthesehemmer, SSH)."
669,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC G1 (Sterolsynthesehemmer, SSH)."
670,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal eine Anwendung in dieser Indikation. Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) dürfen nicht mehr als 4 Mal pro Jahr ausgebracht werden."
671,"Spritzbrühe sofort anwenden."
672,"Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabinen) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
673,"Tiefere Aufwandmenge auf leichten und mittleren Böden, höhere Aufwandmenge auf schweren Böden."
674,"Überbrausen."
675,"Um mögliche Phytotoxizitätsprobleme vorzubeugen, wird empfohlen, eine Versuchsspritzung durchzuführen, bevor das ganze Feld behandelt wird."
676,"1-2 Anwendungen im Abstand von 5-10 Tagen bei 8-14 mm Fruchtgrösse (BBCH 69-72)."
677,"1-2 Anwendungen pro Jahr im Abstand von 1-4 Wochen ."
678,"1-3 Anwendungen."
679,"2 Splitbehandlungen, 0.5 l/ha je Split (die angegebene Aufwandmenge entspricht der total bewilligten Menge)."
680,"2- 4 Splitbehandlungen, 9.0 l/ha je Split."
681,"2-3 Anwendungen im Abstand von 3-5 Tagen (bei Bedarf)."
682,"2-3 Einsätze im Intervall von 2 Wochen."
683,"2-3 Splitbehandlungen, 10 l/ha je Split."
684,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Fungiziden."
685,"Ansetzen der Giessbrühe: Schutzhandschuhe + Schutzanzug tragen. Ausbringen der Giessbrühe: Schutzhandschuhe + Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
686,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (A2) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
687,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
688,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
689,"Ansetzen der Streichlösung: Schutzhandschuhe + Schutzbrille + Atemschutzmaske (A2) tragen. Ausbringen der Streichlösung: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (A2) tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
690,"Anwendung im Frühjahr"
691,"Anwendung mindestens 2-3 Monate vor Anbau der Kultur."
692,"Aufwandmenge entspricht 1500 Millionen Organismen / ha."
693,"Aufwandmenge je nach Einarbeitungstiefe."
694,"Befüllen der Maschine: Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen des Staubpulvers: Schutzbrille + Atemschutzmaske (P3) tragen."
695,"Behandlung bei Bedarf nach 7-14 Tagen wiederholen."
696,"Behandlung bei vollem Krautwachstum."
697,"Behandlung mit mindestens 1000 L/ha Wasser."
698,"Behandlung mit Rücken- oder Handsprühgerät:  3-4 l Emulsion/1000 Pflanzen."
699,"Behandlung nur bei Foramsulfuron und Thiencarbazone resistenten Zucker- und Futterrüben-Sorten."
700,"Behandlung nur bei Imazamox-toleranten Sonnenblumen-Sorten (Clearfield)."
701,"Behandlung von immergrünen hartblättrigen Pflanzen im Innenbereich."
702,"Behandlung wenn Unkräuter und Ungräser ca. 10 cm hoch sind."
703,"Behandlungen im Abstand von mindestens 3 Tagen."
704,"Behandlungsintervall mindestens 21 Tage."
705,"Bei Abschirmung durch die Kultur ist mit einer Wirkungsminderung zu rechnen."
706,"Bei Anwendung mit Nützlingseinsatz: Nützlingsfreilassung 1 Tag nach Behandlung. Häufige Anwendung des Mittels während Aufbau einer Macropholus Population vermeiden."
707,"Bei Befallsbeginn oder bei Sichtbarwerden der ersten Symptome."
708,"Bei Behandlung im Anschluss an eine feuchte Witterungsperiode besteht die Gefahr von vorübergehenden Blattchlorosen."
709,"Bei der Weiterverarbeitung des behandelten Getreides zu Müllereiprodukten für den menschlichen Konsum muss eine praxisübliche Reinigung (Entstaubung) erfolgen."
710,"Bei frühzeitiger Neuansaat müssen die Empfehlungen des Bewilligungsinhabers zu den Folgekulturen beachtet werden."
711,"Bei Splitbehandlung 2 x 1 kg/ha."
712,"Bei starkem Befall."
713,"Beim Ansetzen der Giessbrühe sind Schutzhandschuhe zu tragen. Beim Ausbringen der Giessbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
714,"Beim Ansetzen der Spritzbrühe und beim Umgang mit behandeltem Lagergut sind Schutzhandschuhe zu tragen."
715,"Beim Umgang mit Gasen unter Druck sind die allgemeinen Gefahren- und Sicherheitshinweise im Sicherheitdatenblatt zu beachten."
716,"Bewilligt nur für die Behandlung folgender Erntegüter: Kartoffeln."
717,"Bodenapplikation."
718,"Bodenbehandlung: Nach Anwendung sofort in den Boden einarbeiten."
719,"Brühemenge: ca. 1.7 l/m²."
720,"Darf nur in geschlossenen Räumen (z.B. Gewächshaus, Büro- und Wohnräume, Wintergarten) in Abwesenheit von Bestäubern angewendet werden."
721,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 55 (G) und eine Referenzbrühmenge von 800 l/ha (Berechnungsgrundlage)."
722,"Die angegebene Aufwandmenge bezieht sich auf Stadium Fruchtansatz zu 50-90% vorhanden, Heckenvolumen 7'500 m³/ha."
723,"Die angegebene Aufwandmenge bezieht sich auf Stadium Vollblüte bis Beginn Rotfärbung der Früchte, 4 Pflanzen pro m²."
724,"Die Dosierung entspricht maximal 4 kg/ha."
725,"Die getroffenen Stammteile müssen vollständig von der Rinde geschützt sein; es dürfen keine grünen Pflanzenteile getroffen werden -  ausser die zu bekämpfenden Stockausschläge; Abdrift vermeiden."
726,"Die höchste Dosis nur für die Luftapplikation."
727,"Die Sortenempfindlichkeit des Mischungspartners ist zu beachten."
728,"Es dürfen keine Teile der Kulturpflanzen mit dem Produkt in Kontakt kommen, Stock- und Wurzelausschläge entfernen, herunterhängende Äste aufbinden."
729,"Freisetzung in Bereichen, wo Drosophila suzukii vorhanden ist, sowohl in den Anbauflächen als auch an deren Rändern. Die Zone für die Freisetzung muss relativ gross sein (flächendeckendes Management, Mindestfläche 1 ha)."
730,"Für Herbsthimbeeren keine Bekämpfung dieses Schädlings/dieser Schädlinge nötig."
731,"Furchenbehandlung."
732,"Gefahr von Phytotoxizität (Verbrennungen) bei einer Behandlung bei hohen Temperaturen."
733,"Hohe Dosierung nur bei stark anfälligen Sorten."
734,"Höhere Aufwandmenge bis Ende Juni, tiefere Aufwandmenge ab Juli."
735,"Im Streichverfahren 3-5 l Emulsion/1000 Pflanzen."
736,"In Tankmischung gemäss den Angaben der Bewilligungsinhaberin."
737,"In Tankmischung mit 0.5 l/ha Condoral 70 WG."
738,"In Tankmischung mit 1 l/ha Bolero."
739,"In Tankmischung mit 1.5 l/ha Bultisan S."
740,"In Tankmischung mit Boxer (4-4.5 l/ha)."
741,"In Tankmischung mit breit wirkendem Getreide-Fungizid."
742,"Insgesamt nicht mehr als 36 l/ha des Produkts pro Parzelle und Jahr anwenden."
743,"Kann Schäden auf Agrostis Arten verursachen."
744,"Kann unter bestimmten Bedingungen bei der Sorte Idared eine Violettfärbung der Blätter und bei verschiedenen Sorten Blattfall verursachen."
745,"Keine Anwendung auf Moorböden."
746,"Keine Anwendung in Herbst- und Wintersaaten für die Frühproduktion."
747,"Keine essbaren Pflanzenteile behandeln."
748,"Kurative Anwendung in Befallsherde."
749,"Maximal 1 Behandlung pro Produktionszyklus."
750,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 1 Woche."
751,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 7 Tagen."
752,"Maximal 2 Behandlungen pro Kultur mit diesem Produkt. Insgesamt nicht mehr als 3 Behandlungen mit einem Tebuconazol-haltigen Produkt."
753,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 2 - 4 Wochen mit diesem Produkt oder einem anderen Produkt, das diesen Wirkstoff enthält."
754,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von mindestens 3 Wochen."
755,"Maximal 3 Behandlungen im Abstand von mindestens 7 Tagen."
756,"Maximal 3 Behandlungen pro Jahr oder Kultur."
757,"Maximal 3 Behandlungen."
758,"Maximal 4 Behandlungen im Abstand von 8 Tagen."
759,"Maximal 5 Behandlungen im Abstand von 2 Wochen."
760,"Maximal 5 Behandlungen pro Kultur und Jahr."
761,"Maximal 5 Behandlungen pro Parzelle und Jahr."
762,"Nach der Blüte bis spätestens Mitte August."
763,"Nach pflugloser Ansaat nach Weizen oder Mais."
764,"Nach Umbruch von Raps wegen Auswinterung dürfen keine Getreidearten angebaut werden. Kartoffeln, Rüben, Erbsen, Bohnen, Sommerraps und Mais sind für den Nachbau geeignet."
765,"Nacherntebehandlung bis spätestens 15. September."
766,"Nachfolgearbeiten in behandelten leeren Räumen: Schutzbrille + Atemschutz P3 tragen."
767,"Nachfolgearbeiten in Räumen die behandeltes Material enthalten: bis 48 Stunden nach Ausbringung Atemschutz P3 + Schutzbrille tragen."
768,"Netzmittelzusatz von 0.05% empfehlenswert."
769,"Nur Behandlung von Rebunterlagen in Rebschulen."
770,"Nur bei Anbau auf Mulchfolie: Vor dem Auflaufen oder vor dem Pflanzen der Kulturpflanze. Zwischenreihenbehandlung, Anwendung ausschliesslich unter Verwendung von Spritzschirmen. Die Mulchfolie darf nicht getroffen werden."
771,"Nur bei Speise- und Futterkartoffeln, nicht bei Früh- und Saatkartoffeln anwenden."
772,"Nur in Kombination mit Karten mit Trichogramma evanescens."
773,"Nur in Tankmischung mit Folpet 80 WDG 0.125% (W 5012) oder Melody combi 0.15% (W 6070) oder Cyrano 0.2% (W 6219)."
774,"Nur in Tankmischung mit Netzschwefel 0.3%."
775,"Nur zur Produktion von Setzlingen für gepflanzte Kulturen."
776,"Phytotoxgefahr auf Birnen; nicht auf empfindlichen Birnensorten einsetzen; Firmenangaben genau befolgen."
777,"PLS = Physiological Leaf Spots"
778,"Plus je 2 l/ha Zusatzöl, z.B. Mineralöl."
779,"Schwerer, humoser Boden."
780,"Sommerweizen: nur BBCH 31-32"
781,"Sortenspezifische Anwendung und Dosierung gemäss den Angaben der Bewilligungsinhaberin beachten."
782,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches Zoxamid enthält, nicht mehr als drei Mal pro Parzelle und Jahr ausgebracht werden."
783,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einen Wirkstoff der Gruppe der SDHI nicht mehr als 3 Mal und Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) nicht mehr als 4 Mal pro Jahr ausgebracht werden, wobei höchstens 2 aufeinander folgende QoI Behandlungen erlaubt sind."
784,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einen Wirkstoff der Gruppe der SDHI nicht mehr als 3 Mal und Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der SSH (Sterolsynthesehemmer) nicht mehr als 4 Mal pro Jahr ausgebracht werden."
785,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe."
786,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe der Anilinopyrimidine (FRAC D1)."
787,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC C3 (u.a. Strobilurine). Davon maximal 2 als Luftapplikationen."
788,"SPe 3: Zum Schutz von Nichtzielarthropoden vor den Folgen von Drift eine unbehandelte Pufferzone von 50 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden."
789,"Splitbehandlung mit 2 x 0.75 l/ha im Abstand von 7 Tagen möglich (die angegebene Aufwandmenge entspricht der total bewilligten Menge)."
790,"Splitbehandlungen möglich. Splitbehandlung gemäss den Angaben der Bewilligungsinhaberin (angegebene Aufwandmenge entspricht total bewilligter Menge)."
791,"Spritzung auf Junglarven."
792,"Tiefe Lagertemperaturen und befristete Haltbarkeit (Verfallsdatum auf Gebinde) beachten."
793,"Tiefere Dosierung bei geringem Unkrautdruck / feuchten Bodenbedingungnen."
794,"Zum Schutz von Dritten eine unbehandelte Pufferzone von 30 m zu Wohnflächen und öffentlichen Anlagen einhalten."
795,"1 Freilassung (oder Beutel) alle 4-7 Wochen."
796,"1 Freilassung à 10 Organismen/m² oder 2 Freilassungen à 5 Organismen/m² im Abstand von 7 Tagen."
797,"1-2 Anwendungen im Abstand von 10 Tagen."
798,"1-2 Behandlungen pro Kultur und Jahr."
799,"1. Behandlung: 2-Blattstadium (BBCH 12) 0.3 l/ha. 2. Behandlung: 4-Blattstadium (BBCH 14) 0.5 l/ha. 3. Behandlung: 6-Blattstadium (BBCH 16) 0.5 l/ha."
800,"2 Behandlungen im Abstand von 10-14 Tagen."
801,"2 Behandlungen im Abstand von 4-7 Tagen."
802,"2 Behandlungen pro Parzelle und Jahr im Abstand von 10 Tagen."
803,"2 Behandlungen: 1. vor der Blüte (BBCH 59) und 2. nach der Blüte (BBCH 69)."
804,"2 x 3 l in je 300 l Spritzbrühe/ha. Kein Mineralölzusatz."
805,"2-3 Behandlungen im Abstand von 5-7 Tagen."
806,"2-3 Splitbehandlungen (angegebene Aufwandmenge entspricht total bewilligter Menge)"
807,"3 Behandlungen im Abstand von 12-14 Tagen."
808,"3 Behandlungen pro Generation."
809,"300-1000l/ha Spritzbrühe ausbringen."
810,"450 l Brühe pro ha."
811,"Ab 3. Standjahr."
812,"Als Ersatz für eine Vorauflaufbehandlung."
813,"An den Parzellenrändern alle 2 bis 3 m einen Dispenser aufhängen."
814,"Anlagegrösse nicht unter 5 ha, Reihenabstand nicht über 4.5 m."
815,"Ansetzen der Spritzbrühe: Atemschutzmaske (P3) tragen."
816,"Ansetzen der Spritzbrühe: Schutzanzug tragen. Ausbringen der Spritzbrühe: Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
817,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
818,"Ansetzen der Streichlösung: Schutzhandschuhe tragen. Ausbringen der Streichlösung: Schutzhandschuhe + Schutzanzug tragen."
819,"Ansetzen und Ausbringen der Spritzbrühe: Schutzanzug + Schutzbrille oder Visier tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
820,"Anwendung  mit Aktivschaumgerät: Schutzanzug + Schutzbrille tragen."
821,"Anwendung nur in Kulturen zur Nutzung als teeähnlichem Erzeugnis oder als Gewürz (bei Verwendung von Früchten und Samen)."
822,"Anwendung nur in Kulturen zur Produktion von ätherischen Ölen für die Kosmetikindustrie."
823,"Anwendung nur in Kulturen zur Produktion von getrockneten Wurzeln."
824,"Anwendung nur in Kulturen zur Produktion von Gewürzen."
825,"Anwendung während Phase II (Substratherstellung) oder während Phase III (Speisepilzproduktion)."
826,"Auch als Splitbehandlung 2 x 0.55 kg/ha im Abstand von 8 bis 14 Tagen."
827,"Auch als Splitbehandlung 2 x 20 g/ha pro Kultur und Jahr im Abstand von 7 - 14 Tagen."
828,"Auch Stecklinge (Jungpflanzen)."
829,"Auf der Pakungsetikette ist die Empfehlung aufzuführen, dass vorzugsweise ein Handspritzgerät verwendet werden soll."
830,"Auf der Produktetikette ist die Anzahl Organismen pro Packung und Träger anzugeben."
831,"Auf die ungenügend bekämpfbaren Unkräuter ist deutlich hinzuweisen."
832,"Auf Moorböden."
833,"Aufwandmenge berechnet auf max. 4m Lagertiefe."
834,"Behälter sorgfältig spülen (mindestens 3 Spülvorgänge), wobei die Spülflüssigkeit in den Brühetank zu leiten ist."
835,"Behandeln wenn Schadschwelle überschritten."
836,"Behandelte Flächen im Freiland nach der Behandlung bis zur ersten Bodenbearbeitung mit einer Plastikfolie abdecken."
837,"Behandlung 3 bis 4 Tage nach dem Schnitt auf wüchsigen Rasen (Temperatur > 8°C)."
838,"Behandlung alle 10 Tage wiederholen."
839,"Behandlung bei Bedarf nach 7-10 Tagen wiederholen."
840,"Behandlung bis spätestens 3-5 Tage nach der Saat."
841,"Behandlung des Stammes inkl. dicke Äste ab Bodenbereich mit mindestens 1000 l/ha Wasser."
842,"Behandlung im Sommer nach einem ersten Schnitt auf Wiederaufwuchs (ca. 1 m hoch) vorzugsweise mit Handspritze."
843,"Behandlung mit Rücken- oder Handsprühgerät."
844,"Behandlung mit ULV-Sprühgerät auf Roller table (20 g Produkt in max. 2 l Wasser / Tonne Kartoffel)."
845,"Behandlung nur bei Tribenuron-methyl resistenten Sonnenblumen-Sorten."
846,"Behandlung nur während der vollständigen Winterruhe der Kultur."
847,"Behandlung so bald wie möglich nach der Ernte, nicht später als 7 Tage nach der Ernte."
848,"Behandlung sobald die Kulturen gut eingewurzelt sind (3-4 Wochen nach der Pflanzung)."
849,"Behandlung während der Vegetationsruhe: nach dem Schnitt vor dem erneuten Austrieb."
850,"Behandlungen im Abstand von 14-21 Tagen."
851,"Behandlungen im Abstand von mindestens 10 Tagen."
852,"Behandlungsintervall mindestens 5 Tage."
853,"Bei der Beimischung von Kupferpräparaten besteht die Gefahr von Blattverbrennungen. Die Bewilligungsinhaberin ist zu konsultieren."
854,"Bei einmaliger Behandlung: max. 2.5 kg/ha zwischen Blühbeginn und Ende der Blüte oder max. 1.5 kg/ha zwischen Nachblütefruchtfall und dem Erreichen von 50% der sortentypischen Fruchtgrösse."
855,"Bei Innenanwendung: Räume während und nach der Desinfektion gründlich lüften."
856,"Bei Kartoffeln, insbesondere Saatkartoffeln, können vorübergehende Blattverfärbungen auftreten."
857,"Bei Verfütterung an Rinder oder Galttiere 2 Wochen Wartefrist."
858,"Bei Zierrasen mit einem Reinbestand an Festuca rubra darf die Aufwandmenge von 1.6 l/ha nicht überschritten werden."
859,"Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen. Beim Ausbringen der Spritzbrühe sind Schutzhandschuhe, ein Schutzanzug und festes Schuhwerk zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
860,"Beim Ansetzen und Ausbringen der Spritzbrühe sind Schutzhandschuhe zu tragen."
861,"Beim Ansetzen und Ausbringen der Streichlösung sind Schutzhandschuhe zu tragen."
862,"Beim Umgang mit dem unverdünnten Mittel müssen Schutzhandschuhe getragen werden."
863,"Beizen des Pflanzguts: Schutzhandschuhe + Schutzanzug tragen (Ausnahme: Die Beizung erfolgt maschinell während des Setzens des Pflanzguts)."
864,"Beizung mit Sprühgerät nach dem Sortieren oder beim Legen."
865,"Berufliche Verwendung: Nachfolgearbeiten in behandelten Kulturen: bis 48 Stunden nach Ausbringung des Mittels Schutzhandschuhe + Schutzanzug tragen."
866,"Bewilligt nur für die Behandlung folgender Erntegüter: Äpfel."
867,"Bewilligt nur für die Behandlung folgender Erntegüter: Bananen."
868,"Bewilligt nur für die Behandlung folgender Erntegüter: Birnen."
869,"Bewilligt nur für die Behandlung folgender Erntegüter: Getreideerzeugnisse, Verarbeitungsprodukte von Ölsaaten, Hartschalenobst, Trockenobst und Tabak."
870,"Blattbehandlung."
871,"BlossomProtect ist gemeinsam mit BufferProtect oder BufferProtect NT anzuwenden."
872,"Boden nach der Anwendung einige Tage feucht halten."
873,"Brühemenge: 200 - 300 l/ha."
874,"Brühemenge: 500 - 1000 l/ha."
875,"Brühemenge: 500 l/ha."
876,"Das Produkt kann bei Hautkontakt möglicherweise Allergien auslösen. Beim Ansetzen der Spritzbrühe müssen Schutzhandschuhe getragen werden. Ist bei der Applikation der Spritzbrühe der Hautkontakt mit dem Pflanzenschutzmittel nicht zu vermeiden (z.B. durch Sprühnebel), ist die Verwendung weiterer geeigneter Schutzausrüstung (z.B. Schutzanzug, Visier, Kopfbedeckung) erforderlich."
877,"Das Produkt kann Schäden an der Kultur hervorrufen."
878,"Das Produkt kann Schäden an Folgekulturen hervorrufen. Es sind die von der Bewilligungsinhaberin festgelegten Wartefristen bis zum Nachbau der Folgekulturen einzuhalten."
879,"Das Produkt vor dem Gebrauch gut schütteln. Im Spritztank bei laufendem Rührwerk anwenden."
880,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 03-11 (B-D) und eine Referenzbrühmenge von 800 l/ha (Berechnungsgrundlage)."
881,"Die Anwendung erfolgt zwingend mit der Unterstützung des Programmes ""ProFume Fumiguide""."
882,"Die Behandlung erfolgt ausschliesslich in hermetisch abgeschlossenen Infrastrukturen."
883,"Die Behandlung sollte bei hoher Luftfeuchtigkeit und mit einer Mindestwassermenge von 800 l/ha erfolgen."
884,"Die Kultur darf bei der Herbizidbehandlung nicht getroffen werden."
