"id","obligation","count"
608,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 55-59 (H) und eine Referenzbrühmenge von 1000 l/ha (Berechnungsgrundlage).",4
609,"Die Auslegestellen sind mit genügend Erde gut zu verschliessen.",4
610,"Die Behandlung soll bis zum Austrieb der Gehölze abgeschlossen sein.",4
611,"Die Etiketten von Verpackungen mit behandeltem Pflanzgut sind mit folgenden Angaben zu versehen:  - Gebeiztes Pflanzgut. Nicht einnehmen! Überreste dürfen (auch gewaschen) nicht als Futter oder Lebensmittel verwendet werden.  - Die Handelsbezeichnung, Wirkstoff(e), sowie die Sicherheitshinweise des Saatbeizmittels.",4
612,"Die Wirkungseffizienz dieses Produkts wurde nicht für alle Applikationen geprüft und kann deshalb je nach Substrat oder Applikationsbedingungen stark schwanken.",4
613,"Dieses oder irgendein anderes Produkt, welches Kaliumphosphonat enthält, dürfen nicht mehr als 6 mal pro Parzelle und Jahr ausgebracht werden.",4
614,"Eine Behandlung mit der höheren Dosierung oder zwei Behandlungen mit der niedrigeren Dosierung.",4
615,"Einzelpflanzenbehandlung mit Streichgeräten oder Blackenspritze.",4
616,"Fakulative Tankimschung mit Mero (1.0-2.0 l/ha).",4
617,"Für Sommerhimbeeren und Brombeeren bezieht sich die angegebene Aufwandmenge auf Stadium Beginn der Blüte bis Vollblüte, Heckenvolumen 10'000 m³/ha. Für Herbsthimbeeren bezieht sich die Aufwandmenge auf Stadium Blütenknospen nickend bis erste Blüten offen, Heckenvolumen 7500 m³/ha.",4
618,"Gefahr von Phytotoxizität.",4
619,"Gegen Rotbrenner in Tankmischung mit Folpet (80%), Konz. 0.1%.",4
620,"Genaue Aufwandmenge gemäss Gebrauchsanweisung je nach Sorte.",4
621,"Geprüft gegen Rehverbiss.",4
622,"In Obstbaukulturen ohne Regenabdeckung beträgt die Wartefrist 10 Tage.",4
623,"In Tankmischung mit 0.4 l/ha Fluazinam (500 g/l)",4
624,"In Tankmischung mit 0.5 l/ha Cyazofamid (160 g/l)",4
625,"In Tankmischung mit 0.75 l/ha Fandango.",4
626,"In Tankmischung mit 0.75 l/ha Input.",4
627,"In Tankmischung mit Amistar (0.4 l/ha).",4
628,"In Tankmischung mit organischen Fungiziden",4
629,"In Tankmischung mit Vacciplant (0.0625% / 1 l/ha ).",4
630,"Keine Anwendung bei Anbau auf Mulchfolie.",4
631,"Keine Anwendung im Anbau von Kulturen, die nach der Ernte getrocknet werden.",4
632,"Keine Anwendung im Herbst und im Winter.",4
633,"Keine Niederschläge während mindestens 2 Stunden nach der Behandlung.",4
634,"Keine Niederschläge während mindestens 24 Stunden nach der Behandlung.",4
635,"Knollengrösse: mindestens 25 mm.",4
636,"Letzte Behandlung vor der Blüte.",4
637,"Maximal 0.05% (50 mL / 100 L Brühe).",4
638,"Maximal 0.6 g Kupfer-Metall je m² und Jahr; innert 5 aufeinanderfolgender Jahre maximal 2 g Kupfer-Metall je m² (Kupferbilanzierung).",4
639,"Maximal 12 Behandlungen pro Kultur.",4
640,"Maximal 2 Behandlungen pro Kultur im Abstand von 14 Tagen.",4
641,"Maximal 2 Behandlungen pro Kultur mit diesem Produkt oder einem anderen Produkt, das den Wirkstoff Tebuconazole enthält.",4
642,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 14 Tagen.",4
643,"Maximal 2 Luftapplikationen pro Jahr.",4
644,"Maximal 3 Behandlungen pro Kultur im Abstand von 7-10 Tagen.",4
645,"Maximal 3 Behandlungen pro Parzelle und Jahr im Abstand von 7 Tagen.",4
646,"Maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe.",4
647,"Maximal 5 Behandlungen.",4
648,"Mehrere Freilassungen bis die Bekämpfung erreicht ist.",4
649,"Nicht für die Produktion von Frühlings-/Bundzwiebeln verwenden.",4
650,"Nicht im Ansaatjahr verwenden.",4
651,"Nicht zur Saatguterzeugung.",4
652,"Notwendige Wartefrist bis zur nachfolgender Bodenbearbeitung oder Saat: 6 Stunden.",4
653,"Nur in Jungreben.",4
654,"Nur in Kombination mit Mulchen oder Schnitt einsetzen.",4
655,"Nur in Tankmischung mit 0.1% Captan (80% WG) oder 0.05% Dithianon (75% WP).",4
656,"Nur in Tankmischung mit 0.2% (3.2 l/ha) Stamina S.",4
657,"Nur in Tankmischung mit Captan 80 (0.125%) oder Folpet 80 (0.1%).",4
658,"Nur zur Verwendung durch Personen, die im Besitze einer Fachbewilligung gemäss der Verordnung des EDI über die Fachbewilligung für die Schädlingsbekämpfung mit Begasungsmitteln sind.",4
659,"Optimale Wirkung bei Temperaturen zwischen 15 und 30 °C.",4
660,"Phytotoxschäden bei empfindlichen Sorten möglich; vor allgemeiner Anwendung Versuchspritzung durchführen.",4
661,"Pro Hektar werden 4 L der Pilzsporen-Stocklösung (i.d.R. 1x10 hoch 9 CFU/ml) auf 500 Liter Arbeitslösung mit Wasser verdünnt. Abweichungen von dieser 1:125-Verdünnung ist je nach Durchsatz und/oder Tankvolumen der Injektionsmaschine und/oder Konzentration der Stocklösung möglich).",4
662,"Schäden an nachgebauten zweikeimblättrigen Kulturen möglich. Nach der Getreideernte das Stroh sorgfältig einarbeiten. Keine Anwendung von Stroh / Mist / Kompost für Strohballenkulturen, als Mulch, bei Zierpflanzen oder im Gemüseanbau. Mist und Kompost, welcher von behandeltem Stroh stammt, vor empfindlichen Kulturen (Kartoffeln, Leguminosen und Sonnenblumen) nur mit Einarbeitung im Herbst ausbringen.",4
663,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der CAA (Carboxylic acid amides) enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden.",4
664,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der SDHI oder QoI enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden.",4
665,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40.",4
666,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11.",4
667,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe.",4
668,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC G1 (Sterolsynthesehemmer, SSH).",4
669,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC G1 (Sterolsynthesehemmer, SSH).",4
670,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal eine Anwendung in dieser Indikation. Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) dürfen nicht mehr als 4 Mal pro Jahr ausgebracht werden.",4
671,"Spritzbrühe sofort anwenden.",4
672,"Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabinen) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",4
673,"Tiefere Aufwandmenge auf leichten und mittleren Böden, höhere Aufwandmenge auf schweren Böden.",4
674,"Überbrausen.",4
675,"Um mögliche Phytotoxizitätsprobleme vorzubeugen, wird empfohlen, eine Versuchsspritzung durchzuführen, bevor das ganze Feld behandelt wird.",4
676,"1-2 Anwendungen im Abstand von 5-10 Tagen bei 8-14 mm Fruchtgrösse (BBCH 69-72).",3
677,"1-2 Anwendungen pro Jahr im Abstand von 1-4 Wochen .",3
678,"1-3 Anwendungen.",3
679,"2 Splitbehandlungen, 0.5 l/ha je Split (die angegebene Aufwandmenge entspricht der total bewilligten Menge).",3
680,"2- 4 Splitbehandlungen, 9.0 l/ha je Split.",3
681,"2-3 Anwendungen im Abstand von 3-5 Tagen (bei Bedarf).",3
682,"2-3 Einsätze im Intervall von 2 Wochen.",3
683,"2-3 Splitbehandlungen, 10 l/ha je Split.",3
684,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Fungiziden.",3
685,"Ansetzen der Giessbrühe: Schutzhandschuhe + Schutzanzug tragen. Ausbringen der Giessbrühe: Schutzhandschuhe + Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",3
686,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (A2) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",3
687,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",3
688,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",3
689,"Ansetzen der Streichlösung: Schutzhandschuhe + Schutzbrille + Atemschutzmaske (A2) tragen. Ausbringen der Streichlösung: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (A2) tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",3
690,"Anwendung im Frühjahr",3
691,"Anwendung mindestens 2-3 Monate vor Anbau der Kultur.",3
692,"Aufwandmenge entspricht 1500 Millionen Organismen / ha.",3
693,"Aufwandmenge je nach Einarbeitungstiefe.",3
694,"Befüllen der Maschine: Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen des Staubpulvers: Schutzbrille + Atemschutzmaske (P3) tragen.",3
695,"Behandlung bei Bedarf nach 7-14 Tagen wiederholen.",3
696,"Behandlung bei vollem Krautwachstum.",3
697,"Behandlung mit mindestens 1000 L/ha Wasser.",3
698,"Behandlung mit Rücken- oder Handsprühgerät:  3-4 l Emulsion/1000 Pflanzen.",3
699,"Behandlung nur bei Foramsulfuron und Thiencarbazone resistenten Zucker- und Futterrüben-Sorten.",3
700,"Behandlung nur bei Imazamox-toleranten Sonnenblumen-Sorten (Clearfield).",3
701,"Behandlung von immergrünen hartblättrigen Pflanzen im Innenbereich.",3
702,"Behandlung wenn Unkräuter und Ungräser ca. 10 cm hoch sind.",3
703,"Behandlungen im Abstand von mindestens 3 Tagen.",3
704,"Behandlungsintervall mindestens 21 Tage.",3
705,"Bei Abschirmung durch die Kultur ist mit einer Wirkungsminderung zu rechnen.",3
706,"Bei Anwendung mit Nützlingseinsatz: Nützlingsfreilassung 1 Tag nach Behandlung. Häufige Anwendung des Mittels während Aufbau einer Macropholus Population vermeiden.",3
707,"Bei Befallsbeginn oder bei Sichtbarwerden der ersten Symptome.",3
708,"Bei Behandlung im Anschluss an eine feuchte Witterungsperiode besteht die Gefahr von vorübergehenden Blattchlorosen.",3
709,"Bei der Weiterverarbeitung des behandelten Getreides zu Müllereiprodukten für den menschlichen Konsum muss eine praxisübliche Reinigung (Entstaubung) erfolgen.",3
710,"Bei frühzeitiger Neuansaat müssen die Empfehlungen des Bewilligungsinhabers zu den Folgekulturen beachtet werden.",3
711,"Bei Splitbehandlung 2 x 1 kg/ha.",3
712,"Bei starkem Befall.",3
713,"Beim Ansetzen der Giessbrühe sind Schutzhandschuhe zu tragen. Beim Ausbringen der Giessbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",3
714,"Beim Ansetzen der Spritzbrühe und beim Umgang mit behandeltem Lagergut sind Schutzhandschuhe zu tragen.",3
715,"Beim Umgang mit Gasen unter Druck sind die allgemeinen Gefahren- und Sicherheitshinweise im Sicherheitdatenblatt zu beachten.",3
716,"Bewilligt nur für die Behandlung folgender Erntegüter: Kartoffeln.",3
717,"Bodenapplikation.",3
718,"Bodenbehandlung: Nach Anwendung sofort in den Boden einarbeiten.",3
719,"Brühemenge: ca. 1.7 l/m².",3
720,"Darf nur in geschlossenen Räumen (z.B. Gewächshaus, Büro- und Wohnräume, Wintergarten) in Abwesenheit von Bestäubern angewendet werden.",3
721,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 55 (G) und eine Referenzbrühmenge von 800 l/ha (Berechnungsgrundlage).",3
722,"Die angegebene Aufwandmenge bezieht sich auf Stadium Fruchtansatz zu 50-90% vorhanden, Heckenvolumen 7'500 m³/ha.",3
723,"Die angegebene Aufwandmenge bezieht sich auf Stadium Vollblüte bis Beginn Rotfärbung der Früchte, 4 Pflanzen pro m².",3
724,"Die Dosierung entspricht maximal 4 kg/ha.",3
725,"Die getroffenen Stammteile müssen vollständig von der Rinde geschützt sein; es dürfen keine grünen Pflanzenteile getroffen werden -  ausser die zu bekämpfenden Stockausschläge; Abdrift vermeiden.",3
726,"Die höchste Dosis nur für die Luftapplikation.",3
727,"Die Sortenempfindlichkeit des Mischungspartners ist zu beachten.",3
728,"Es dürfen keine Teile der Kulturpflanzen mit dem Produkt in Kontakt kommen, Stock- und Wurzelausschläge entfernen, herunterhängende Äste aufbinden.",3
729,"Freisetzung in Bereichen, wo Drosophila suzukii vorhanden ist, sowohl in den Anbauflächen als auch an deren Rändern. Die Zone für die Freisetzung muss relativ gross sein (flächendeckendes Management, Mindestfläche 1 ha).",3
730,"Für Herbsthimbeeren keine Bekämpfung dieses Schädlings/dieser Schädlinge nötig.",3
731,"Furchenbehandlung.",3
732,"Gefahr von Phytotoxizität (Verbrennungen) bei einer Behandlung bei hohen Temperaturen.",3
733,"Hohe Dosierung nur bei stark anfälligen Sorten.",3
734,"Höhere Aufwandmenge bis Ende Juni, tiefere Aufwandmenge ab Juli.",3
735,"Im Streichverfahren 3-5 l Emulsion/1000 Pflanzen.",3
736,"In Tankmischung gemäss den Angaben der Bewilligungsinhaberin.",3
737,"In Tankmischung mit 0.5 l/ha Condoral 70 WG.",3
738,"In Tankmischung mit 1 l/ha Bolero.",3
739,"In Tankmischung mit 1.5 l/ha Bultisan S.",3
740,"In Tankmischung mit Boxer (4-4.5 l/ha).",3
741,"In Tankmischung mit breit wirkendem Getreide-Fungizid.",3
742,"Insgesamt nicht mehr als 36 l/ha des Produkts pro Parzelle und Jahr anwenden.",3
743,"Kann Schäden auf Agrostis Arten verursachen.",3
744,"Kann unter bestimmten Bedingungen bei der Sorte Idared eine Violettfärbung der Blätter und bei verschiedenen Sorten Blattfall verursachen.",3
745,"Keine Anwendung auf Moorböden.",3
746,"Keine Anwendung in Herbst- und Wintersaaten für die Frühproduktion.",3
747,"Keine essbaren Pflanzenteile behandeln.",3
748,"Kurative Anwendung in Befallsherde.",3
749,"Maximal 1 Behandlung pro Produktionszyklus.",3
750,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 1 Woche.",3
751,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 7 Tagen.",3
752,"Maximal 2 Behandlungen pro Kultur mit diesem Produkt. Insgesamt nicht mehr als 3 Behandlungen mit einem Tebuconazol-haltigen Produkt.",3
753,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 2 - 4 Wochen mit diesem Produkt oder einem anderen Produkt, das diesen Wirkstoff enthält.",3
754,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von mindestens 3 Wochen.",3
755,"Maximal 3 Behandlungen im Abstand von mindestens 7 Tagen.",3
756,"Maximal 3 Behandlungen pro Jahr oder Kultur.",3
757,"Maximal 3 Behandlungen.",3
758,"Maximal 4 Behandlungen im Abstand von 8 Tagen.",3
759,"Maximal 5 Behandlungen im Abstand von 2 Wochen.",3
760,"Maximal 5 Behandlungen pro Kultur und Jahr.",3
761,"Maximal 5 Behandlungen pro Parzelle und Jahr.",3
762,"Nach der Blüte bis spätestens Mitte August.",3
763,"Nach pflugloser Ansaat nach Weizen oder Mais.",3
764,"Nach Umbruch von Raps wegen Auswinterung dürfen keine Getreidearten angebaut werden. Kartoffeln, Rüben, Erbsen, Bohnen, Sommerraps und Mais sind für den Nachbau geeignet.",3
765,"Nacherntebehandlung bis spätestens 15. September.",3
766,"Nachfolgearbeiten in behandelten leeren Räumen: Schutzbrille + Atemschutz P3 tragen.",3
767,"Nachfolgearbeiten in Räumen die behandeltes Material enthalten: bis 48 Stunden nach Ausbringung Atemschutz P3 + Schutzbrille tragen.",3
768,"Netzmittelzusatz von 0.05% empfehlenswert.",3
769,"Nur Behandlung von Rebunterlagen in Rebschulen.",3
770,"Nur bei Anbau auf Mulchfolie: Vor dem Auflaufen oder vor dem Pflanzen der Kulturpflanze. Zwischenreihenbehandlung, Anwendung ausschliesslich unter Verwendung von Spritzschirmen. Die Mulchfolie darf nicht getroffen werden.",3
771,"Nur bei Speise- und Futterkartoffeln, nicht bei Früh- und Saatkartoffeln anwenden.",3
772,"Nur in Kombination mit Karten mit Trichogramma evanescens.",3
773,"Nur in Tankmischung mit Folpet 80 WDG 0.125% (W 5012) oder Melody combi 0.15% (W 6070) oder Cyrano 0.2% (W 6219).",3
774,"Nur in Tankmischung mit Netzschwefel 0.3%.",3
775,"Nur zur Produktion von Setzlingen für gepflanzte Kulturen.",3
776,"Phytotoxgefahr auf Birnen; nicht auf empfindlichen Birnensorten einsetzen; Firmenangaben genau befolgen.",3
777,"PLS = Physiological Leaf Spots",3
778,"Plus je 2 l/ha Zusatzöl, z.B. Mineralöl.",3
779,"Schwerer, humoser Boden.",3
780,"Sommerweizen: nur BBCH 31-32",3
781,"Sortenspezifische Anwendung und Dosierung gemäss den Angaben der Bewilligungsinhaberin beachten.",3
782,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches Zoxamid enthält, nicht mehr als drei Mal pro Parzelle und Jahr ausgebracht werden.",3
783,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einen Wirkstoff der Gruppe der SDHI nicht mehr als 3 Mal und Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) nicht mehr als 4 Mal pro Jahr ausgebracht werden, wobei höchstens 2 aufeinander folgende QoI Behandlungen erlaubt sind.",3
784,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einen Wirkstoff der Gruppe der SDHI nicht mehr als 3 Mal und Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der SSH (Sterolsynthesehemmer) nicht mehr als 4 Mal pro Jahr ausgebracht werden.",3
785,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe.",3
786,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe der Anilinopyrimidine (FRAC D1).",3
787,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC C3 (u.a. Strobilurine). Davon maximal 2 als Luftapplikationen.",3
788,"SPe 3: Zum Schutz von Nichtzielarthropoden vor den Folgen von Drift eine unbehandelte Pufferzone von 50 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",3
789,"Splitbehandlung mit 2 x 0.75 l/ha im Abstand von 7 Tagen möglich (die angegebene Aufwandmenge entspricht der total bewilligten Menge).",3
790,"Splitbehandlungen möglich. Splitbehandlung gemäss den Angaben der Bewilligungsinhaberin (angegebene Aufwandmenge entspricht total bewilligter Menge).",3
791,"Spritzung auf Junglarven.",3
792,"Tiefe Lagertemperaturen und befristete Haltbarkeit (Verfallsdatum auf Gebinde) beachten.",3
793,"Tiefere Dosierung bei geringem Unkrautdruck / feuchten Bodenbedingungnen.",3
794,"Zum Schutz von Dritten eine unbehandelte Pufferzone von 30 m zu Wohnflächen und öffentlichen Anlagen einhalten.",3
795,"1 Freilassung (oder Beutel) alle 4-7 Wochen.",2
796,"1 Freilassung à 10 Organismen/m² oder 2 Freilassungen à 5 Organismen/m² im Abstand von 7 Tagen.",2
797,"1-2 Anwendungen im Abstand von 10 Tagen.",2
798,"1-2 Behandlungen pro Kultur und Jahr.",2
799,"1. Behandlung: 2-Blattstadium (BBCH 12) 0.3 l/ha. 2. Behandlung: 4-Blattstadium (BBCH 14) 0.5 l/ha. 3. Behandlung: 6-Blattstadium (BBCH 16) 0.5 l/ha.",2
800,"2 Behandlungen im Abstand von 10-14 Tagen.",2
801,"2 Behandlungen im Abstand von 4-7 Tagen.",2
802,"2 Behandlungen pro Parzelle und Jahr im Abstand von 10 Tagen.",2
803,"2 Behandlungen: 1. vor der Blüte (BBCH 59) und 2. nach der Blüte (BBCH 69).",2
804,"2 x 3 l in je 300 l Spritzbrühe/ha. Kein Mineralölzusatz.",2
805,"2-3 Behandlungen im Abstand von 5-7 Tagen.",2
806,"2-3 Splitbehandlungen (angegebene Aufwandmenge entspricht total bewilligter Menge)",2
807,"3 Behandlungen im Abstand von 12-14 Tagen.",2
808,"3 Behandlungen pro Generation.",2
809,"300-1000l/ha Spritzbrühe ausbringen.",2
810,"450 l Brühe pro ha.",2
811,"Ab 3. Standjahr.",2
812,"Als Ersatz für eine Vorauflaufbehandlung.",2
813,"An den Parzellenrändern alle 2 bis 3 m einen Dispenser aufhängen.",2
814,"Anlagegrösse nicht unter 5 ha, Reihenabstand nicht über 4.5 m.",2
815,"Ansetzen der Spritzbrühe: Atemschutzmaske (P3) tragen.",2
816,"Ansetzen der Spritzbrühe: Schutzanzug tragen. Ausbringen der Spritzbrühe: Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",2
817,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",2
818,"Ansetzen der Streichlösung: Schutzhandschuhe tragen. Ausbringen der Streichlösung: Schutzhandschuhe + Schutzanzug tragen.",2
819,"Ansetzen und Ausbringen der Spritzbrühe: Schutzanzug + Schutzbrille oder Visier tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",2
820,"Anwendung  mit Aktivschaumgerät: Schutzanzug + Schutzbrille tragen.",2
821,"Anwendung nur in Kulturen zur Nutzung als teeähnlichem Erzeugnis oder als Gewürz (bei Verwendung von Früchten und Samen).",2
822,"Anwendung nur in Kulturen zur Produktion von ätherischen Ölen für die Kosmetikindustrie.",2
823,"Anwendung nur in Kulturen zur Produktion von getrockneten Wurzeln.",2
824,"Anwendung nur in Kulturen zur Produktion von Gewürzen.",2
825,"Anwendung während Phase II (Substratherstellung) oder während Phase III (Speisepilzproduktion).",2
826,"Auch als Splitbehandlung 2 x 0.55 kg/ha im Abstand von 8 bis 14 Tagen.",2
827,"Auch als Splitbehandlung 2 x 20 g/ha pro Kultur und Jahr im Abstand von 7 - 14 Tagen.",2
828,"Auch Stecklinge (Jungpflanzen).",2
829,"Auf der Pakungsetikette ist die Empfehlung aufzuführen, dass vorzugsweise ein Handspritzgerät verwendet werden soll.",2
830,"Auf der Produktetikette ist die Anzahl Organismen pro Packung und Träger anzugeben.",2
831,"Auf die ungenügend bekämpfbaren Unkräuter ist deutlich hinzuweisen.",2
832,"Auf Moorböden.",2
833,"Aufwandmenge berechnet auf max. 4m Lagertiefe.",2
834,"Behälter sorgfältig spülen (mindestens 3 Spülvorgänge), wobei die Spülflüssigkeit in den Brühetank zu leiten ist.",2
835,"Behandeln wenn Schadschwelle überschritten.",2
836,"Behandelte Flächen im Freiland nach der Behandlung bis zur ersten Bodenbearbeitung mit einer Plastikfolie abdecken.",2
837,"Behandlung 3 bis 4 Tage nach dem Schnitt auf wüchsigen Rasen (Temperatur > 8°C).",2
838,"Behandlung alle 10 Tage wiederholen.",2
839,"Behandlung bei Bedarf nach 7-10 Tagen wiederholen.",2
840,"Behandlung bis spätestens 3-5 Tage nach der Saat.",2
841,"Behandlung des Stammes inkl. dicke Äste ab Bodenbereich mit mindestens 1000 l/ha Wasser.",2
842,"Behandlung im Sommer nach einem ersten Schnitt auf Wiederaufwuchs (ca. 1 m hoch) vorzugsweise mit Handspritze.",2
843,"Behandlung mit Rücken- oder Handsprühgerät.",2
844,"Behandlung mit ULV-Sprühgerät auf Roller table (20 g Produkt in max. 2 l Wasser / Tonne Kartoffel).",2
845,"Behandlung nur bei Tribenuron-methyl resistenten Sonnenblumen-Sorten.",2
846,"Behandlung nur während der vollständigen Winterruhe der Kultur.",2
847,"Behandlung so bald wie möglich nach der Ernte, nicht später als 7 Tage nach der Ernte.",2
848,"Behandlung sobald die Kulturen gut eingewurzelt sind (3-4 Wochen nach der Pflanzung).",2
849,"Behandlung während der Vegetationsruhe: nach dem Schnitt vor dem erneuten Austrieb.",2
850,"Behandlungen im Abstand von 14-21 Tagen.",2
851,"Behandlungen im Abstand von mindestens 10 Tagen.",2
852,"Behandlungsintervall mindestens 5 Tage.",2
853,"Bei der Beimischung von Kupferpräparaten besteht die Gefahr von Blattverbrennungen. Die Bewilligungsinhaberin ist zu konsultieren.",2
854,"Bei einmaliger Behandlung: max. 2.5 kg/ha zwischen Blühbeginn und Ende der Blüte oder max. 1.5 kg/ha zwischen Nachblütefruchtfall und dem Erreichen von 50% der sortentypischen Fruchtgrösse.",2
855,"Bei Innenanwendung: Räume während und nach der Desinfektion gründlich lüften.",2
856,"Bei Kartoffeln, insbesondere Saatkartoffeln, können vorübergehende Blattverfärbungen auftreten.",2
857,"Bei Verfütterung an Rinder oder Galttiere 2 Wochen Wartefrist.",2
858,"Bei Zierrasen mit einem Reinbestand an Festuca rubra darf die Aufwandmenge von 1.6 l/ha nicht überschritten werden.",2
